Saturday,3,April,2021,15:49:11:00009-VCID:64C71997F45BB6A697-4B18,VCDS Version: Release 20.4.2,Data version: 20200730 DS317.0,,,,,,
045 906 019 BP,,1.4l R3 EDC 0000SG  8395,,,,,,,,,,
,,,,,,,,,,,,
,Group A:,'011,,,,Group B:, Not Running,,,,Group C:, Not Running
,,Engine Speed,Vehicle speed,,,,,,,,,
,TIME,(G28),,,,TIME,,,,,TIME,
Marker,STAMP, /min,,,,STAMP,,,,,STAMP,
,0.00,882,120.000000,,,,,,,,,
,0.31,882,118.882302,,,,,,,,,
,0.62,882,117.775418,,,,,,,,,
,0.93,882,116.679175,,,,,,,,,
,1.24,882,115.593400,,,,,,,,,
,1.55,882,114.517925,,,,,,,,,
,1.86,882,113.452584,,,,,,,,,
,2.17,882,112.397218,,,,,,,,,
,2.48,882,111.351667,,,,,,,,,
,2.79,882,110.315777,,,,,,,,,
,3.10,882,109.289395,,,,,,,,,
,3.41,882,108.272373,,,,,,,,,
,3.72,882,107.264564,,,,,,,,,
,4.03,882,106.265826,,,,,,,,,
,4.34,882,105.276018,,,,,,,,,
,4.65,882,104.295002,,,,,,,,,
,4.96,882,103.322643,,,,,,,,,
,5.27,882,102.358808,,,,,,,,,
,5.58,882,101.403369,,,,,,,,,
,5.89,882,100.456197,,,,,,,,,
,6.20,882,99.517166,,,,,,,,,
,6.51,882,98.586155,,,,,,,,,
,6.82,882,97.663042,,,,,,,,,
,7.13,882,96.747710,,,,,,,,,
,7.44,882,95.840042,,,,,,,,,
,7.75,882,94.939923,,,,,,,,,
,8.06,882,94.047243,,,,,,,,,
,8.37,882,93.161890,,,,,,,,,
,8.68,882,92.283756,,,,,,,,,
,8.99,882,91.412737,,,,,,,,,
,9.30,882,90.548726,,,,,,,,,
,9.61,882,89.691622,,,,,,,,,
,9.92,882,88.841323,,,,,,,,,
,10.23,882,87.997732,,,,,,,,,
,10.54,882,87.160749,,,,,,,,,
,10.85,882,86.330281,,,,,,,,,
,11.16,882,85.506232,,,,,,,,,
,11.47,882,84.688510,,,,,,,,,
,11.78,882,83.877024,,,,,,,,,
,12.09,882,83.071684,,,,,,,,,
,12.40,882,82.272403,,,,,,,,,
,12.71,882,81.479093,,,,,,,,,
,13.02,882,80.691669,,,,,,,,,
,13.33,882,79.910049,,,,,,,,,
,13.64,882,79.134148,,,,,,,,,
,13.95,882,78.363885,,,,,,,,,
,14.26,882,77.599181,,,,,,,,,
,14.57,882,76.839956,,,,,,,,,
,14.88,882,76.086133,,,,,,,,,
,15.19,882,75.337636,,,,,,,,,
,15.50,882,74.594389,,,,,,,,,
,15.81,882,73.856317,,,,,,,,,
,16.12,882,73.123348,,,,,,,,,
,16.43,882,72.395409,,,,,,,,,
,16.74,882,71.672430,,,,,,,,,
,17.05,882,70.954340,,,,,,,,,
,17.36,882,70.241070,,,,,,,,,
,17.67,882,69.532552,,,,,,,,,
,17.98,882,68.828718,,,,,,,,,
,18.29,882,68.129503,,,,,,,,,
,18.60,882,67.434840,,,,,,,,,
,18.91,882,66.744666,,,,,,,,,
,19.22,882,66.058915,,,,,,,,,
,19.53,882,65.377526,,,,,,,,,
