Saturday,3,April,2021,15:49:11:00009-VCID:64C71997F45BB6A697-4B18,VCDS Version: Release 20.4.2,Data version: 20200730 DS317.0,,,,,,
045 906 019 BP,,1.4l R3 EDC 0000SG  8395,,,,,,,,,,
,,,,,,,,,,,,
,Group A:,'011,,,,Group B:, Not Running,,,,Group C:, Not Running
,,Engine Speed,Vehicle speed,,,,,,,,,
,TIME,(G28),,,,TIME,,,,,TIME,
Marker,STAMP, /min,,,,STAMP,,,,,STAMP,
,0.00,882,120.0,,,,,,,,,
,0.31,882,118.7,,,,,,,,,
,0.62,882,117.4,,,,,,,,,
,0.93,882,116.2,,,,,,,,,
,1.24,882,115.0,,,,,,,,,
,1.55,882,113.8,,,,,,,,,
,1.86,882,112.7,,,,,,,,,
,2.17,882,111.6,,,,,,,,,
,2.48,882,110.5,,,,,,,,,
,2.79,882,109.4,,,,,,,,,
,3.10,882,108.4,,,,,,,,,
,3.41,882,107.4,,,,,,,,,
,3.72,882,106.4,,,,,,,,,
,4.03,882,105.4,,,,,,,,,
,4.34,882,104.5,,,,,,,,,
,4.65,882,103.6,,,,,,,,,
,4.96,882,102.7,,,,,,,,,
,5.27,882,101.8,,,,,,,,,
,5.58,882,100.9,,,,,,,,,
,5.89,882,100.1,,,,,,,,,
,6.20,882,99.3,,,,,,,,,
,6.51,882,98.5,,,,,,,,,
,6.82,882,97.7,,,,,,,,,
,7.13,882,96.9,,,,,,,,,
,7.44,882,96.2,,,,,,,,,
,7.75,882,95.5,,,,,,,,,
,8.06,882,94.8,,,,,,,,,
,8.37,882,94.1,,,,,,,,,
,8.68,882,93.4,,,,,,,,,
,8.99,882,92.8,,,,,,,,,
,9.30,882,92.2,,,,,,,,,
,9.61,882,91.6,,,,,,,,,
,9.92,882,91.0,,,,,,,,,
,10.23,882,90.4,,,,,,,,,
,10.54,882,89.8,,,,,,,,,
,10.85,882,89.2,,,,,,,,,
,11.16,882,88.7,,,,,,,,,
,11.47,882,88.2,,,,,,,,,
,11.78,882,87.7,,,,,,,,,
,12.09,882,87.2,,,,,,,,,
,12.40,882,86.7,,,,,,,,,
,12.71,882,86.2,,,,,,,,,
,13.02,882,85.7,,,,,,,,,
,13.33,882,85.2,,,,,,,,,
,13.64,882,84.8,,,,,,,,,
,13.95,882,84.4,,,,,,,,,
,14.26,882,84.0,,,,,,,,,
,14.57,882,83.6,,,,,,,,,
,14.88,882,83.2,,,,,,,,,
,15.19,882,82.8,,,,,,,,,
,16.00,882,80.0,,,,,,,,,
,17.00,882,77.5,,,,,,,,,
,18.00,882,75.2,,,,,,,,,
,19.00,882,73.0,,,,,,,,,
,20.00,882,70.9,,,,,,,,,
,21.00,882,68.9,,,,,,,,,
,22.00,882,67.0,,,,,,,,,
,23.00,882,65.2,,,,,,,,,
,24.00,882,63.5,,,,,,,,,
,25.00,882,61.9,,,,,,,,,
,26.00,882,60.4,,,,,,,,,
,27.00,882,59.0,,,,,,,,,
,28.00,882,57.7,,,,,,,,,
,29.00,882,56.4,,,,,,,,,
,30.00,882,55.2,,,,,,,,,
,31.00,882,54.1,,,,,,,,,
,32.00,882,53.0,,,,,,,,,
,33.00,882,52.0,,,,,,,,,
,34.00,882,51.0,,,,,,,,,
,35.00,882,50.0,,,,,,,,,
,37.00,882,48.2,,,,,,,,,
,39.00,882,46.5,,,,,,,,,
,41.00,882,44.9,,,,,,,,,
,43.00,882,43.4,,,,,,,,,
,45.00,882,42.0,,,,,,,,,
,47.00,882,40.7,,,,,,,,,
,49.00,882,39.4,,,,,,,,,
,51.00,882,38.2,,,,,,,,,
,53.00,882,37.1,,,,,,,,,
,55.00,882,36.0,,,,,,,,,
,58.00,882,34.5,,,,,,,,,
,61.00,882,33.0,,,,,,,,,
,64.00,882,31.7,,,,,,,,,
,67.00,882,30.4,,,,,,,,,
,70.00,882,29.2,,,,,,,,,
,74.00,882,27.8,,,,,,,,,
,78.00,882,26.5,,,,,,,,,
,82.00,882,25.3,,,,,,,,,
,86.00,882,24.2,,,,,,,,,
,90.00,882,23.1,,,,,,,,,
,95.00,882,21.9,,,,,,,,,
,100.00,882,20.8,,,,,,,,,
,105.00,882,19.8,,,,,,,,,
,110.00,882,18.8,,,,,,,,,
,116.00,882,17.7,,,,,,,,,
,122.00,882,16.7,,,,,,,,,
,129.00,882,15.7,,,,,,,,,
,136.00,882,14.7,,,,,,,,,
,144.00,882,13.7,,,,,,,,,
,153.00,882,12.7,,,,,,,,,
,163.00,882,11.7,,,,,,,,,
,174.00,882,10.7,,,,,,,,,
,186.00,882,9.7,,,,,,,,,
,199.00,882,8.7,,,,,,,,,
,214.00,882,7.7,,,,,,,,,
,230.00,882,6.7,,,,,,,,,
,248.00,882,5.7,,,,,,,,,
,268.00,882,4.7,,,,,,,,,
,290.00,882,3.7,,,,,,,,,
,315.00,882,2.7,,,,,,,,,
,345.00,882,1.7,,,,,,,,,
,380.00,882,0.7,,,,,,,,,
,410.00,882,0.0,,,,,,,,,
